user,timestampUsec,time,authorbadge,text,purchaseAmount,type,video_id,Chat_No
miu,1606406033261563,1:15:55,,ト―ンダウンTime?,,NORMALCHAT,yZ40z915c_Q,2145
田中莉絵,1606406034833118,1:15:57,,ぴこたーん！,,NORMALCHAT,yZ40z915c_Q,2146
ニース,1606406035034781,1:15:57,,かわいいい,,NORMALCHAT,yZ40z915c_Q,2147
みち,1606406035264105,1:15:57,,かわいい?,,NORMALCHAT,yZ40z915c_Q,2148
ぎむ,1606406036649828,1:15:59,,可愛い?,,NORMALCHAT,yZ40z915c_Q,2149
Makkiまっきー,1606406037103958,1:15:59,,ぴこたーーーん！,,NORMALCHAT,yZ40z915c_Q,2150
うさぎのマフマフ,1606406037269258,1:15:59,,三毛さん？かわいいですね??,,NORMALCHAT,yZ40z915c_Q,2151
seiko,1606406037341825,1:15:59,,かわいい??,,NORMALCHAT,yZ40z915c_Q,2152
のりまち,1606406038407266,1:16:00,,こんにちは,,NORMALCHAT,yZ40z915c_Q,2153
かりんとう,1606406038766755,1:16:01,,色がすごい綺麗…,,NORMALCHAT,yZ40z915c_Q,2154
まんまるぷぅ,1606406038788801,1:16:01,,美人,,NORMALCHAT,yZ40z915c_Q,2155
ぐみ,1606406038986882,1:16:01,,可愛い～,,NORMALCHAT,yZ40z915c_Q,2156
ayako terayama*寺山 文子*,1606406039048165,1:16:01,メンバー（7 か月）,ピコ様?,,NORMALCHAT,yZ40z915c_Q,2157
Sakuchan E,1606406039284263,1:16:01,メンバー（1 年 5 か月）,,,NORMALCHAT,yZ40z915c_Q,2158
kiu,1606406039436089,1:16:01,メンバー（4 か月）,おとなしいね,,NORMALCHAT,yZ40z915c_Q,2159
太郎福HITOMI,1606406040956788,1:16:03,メンバー（5 か月）,カワイイ ピコたん?,,NORMALCHAT,yZ40z915c_Q,2160
藍田レモン,1606406041652402,1:16:04,,私よりいいもの食べてそうな猫様,,NORMALCHAT,yZ40z915c_Q,2161
くるみ。,1606406041742611,1:16:04,メンバー（1 か月）,ぬいぐるみピコたん?,,NORMALCHAT,yZ40z915c_Q,2162
maya,1606406042536727,1:16:04,,?,,NORMALCHAT,yZ40z915c_Q,2163
白猫3兄弟しゅうぶん,1606406043501371,1:16:05,新規メンバー,ふわふわぴこさん,,NORMALCHAT,yZ40z915c_Q,2164
ピッコリーナ,1606406043678634,1:16:06,,可愛い??,,NORMALCHAT,yZ40z915c_Q,2165
Sei 。,1606406043754603,1:16:06,,かわいいいい(?´ω`?),,NORMALCHAT,yZ40z915c_Q,2166
kana kana,1606406044067506,1:16:06,,綺麗！！,,NORMALCHAT,yZ40z915c_Q,2167
Kari Kari,1606406044096471,1:16:06,,かわいいー！ー,,NORMALCHAT,yZ40z915c_Q,2168
リズラズがワユーマンをカットォォォ,1606406044543589,1:16:06,,かわいい,,NORMALCHAT,yZ40z915c_Q,2169
Yu kie,1606406045815956,1:16:08,メンバー（3 か月）,ぴこさまの声聞こえた,,NORMALCHAT,yZ40z915c_Q,2170
vega,1606406046411094,1:16:08,,かわい～,,NORMALCHAT,yZ40z915c_Q,2171
Y TOMOE,1606406046764487,1:16:09,,?可愛い?,,NORMALCHAT,yZ40z915c_Q,2172
Bird's tale by Yoh_zo,1606406047293944,1:16:09,,おしりがかわいい,,NORMALCHAT,yZ40z915c_Q,2173
tigercat 6600,1606406047826830,1:16:10,,にゃぁぁぁ～～～,,NORMALCHAT,yZ40z915c_Q,2174
kiu,1606406048116599,1:16:10,メンバー（4 か月）,癒されるー,,NORMALCHAT,yZ40z915c_Q,2175
伊藤ひろし,1606406049740701,1:16:12,,こええ,,NORMALCHAT,yZ40z915c_Q,2176
大庭美夏,1606406050202201,1:16:12,メンバー（1 年 7 か月）,ピコーん！,,NORMALCHAT,yZ40z915c_Q,2177
散歩道,1606406051440345,1:16:13,,まぶたをゆっくり閉じて開いて、やりたくなる,,NORMALCHAT,yZ40z915c_Q,2178
m m,1606406051468265,1:16:13,,?可愛い～?,,NORMALCHAT,yZ40z915c_Q,2179
MAMIMAMI佐々木麻実,1606406052407987,1:16:14,,Daigoさま、ピコさま、素敵??,,NORMALCHAT,yZ40z915c_Q,2180
auminmusic,1606406052699191,1:16:15,,ターゲット～,,NORMALCHAT,yZ40z915c_Q,2181
はるちゃん,1606406054788334,1:16:17,,ぴこさん！かわよ,,NORMALCHAT,yZ40z915c_Q,2182
tea mana,1606406055034622,1:16:17,,ピコピコちゃん??,,NORMALCHAT,yZ40z915c_Q,2183
風弥かんな,1606406058957238,1:16:21,,ぬこさま。定位置低姿勢なぅ。,,NORMALCHAT,yZ40z915c_Q,2184
naaa,1606406061551172,1:16:23,,,,NORMALCHAT,yZ40z915c_Q,2185
snowno1109,1606406062395099,1:16:24,,電源押すよりシャットダウンみたいな？,,NORMALCHAT,yZ40z915c_Q,2186
白猫3兄弟しゅうぶん,1606406064451829,1:16:26,新規メンバー,それは怖いですね,,NORMALCHAT,yZ40z915c_Q,2187
こうすけ,1606406064615200,1:16:26,,ダイゴさん北村匠海さんの猫とかよく聞きますか,,NORMALCHAT,yZ40z915c_Q,2188
ゆか,1606406065763667,1:16:28,,カバーとアグレッションに愚痴言いふらされた?w,,NORMALCHAT,yZ40z915c_Q,2189
みさりん,1606406066044822,1:16:28,,五毛ぬこさん,,NORMALCHAT,yZ40z915c_Q,2190
kiu,1606406068278242,1:16:30,メンバー（4 か月）,ウイルスみたいな人間だな,,NORMALCHAT,yZ40z915c_Q,2191
ayako terayama*寺山 文子*,1606406071015704,1:16:33,メンバー（7 か月）,あー行ってしまった?,,NORMALCHAT,yZ40z915c_Q,2192
やの,1606406071681173,1:16:34,,ラディカラアクセプタンス,,NORMALCHAT,yZ40z915c_Q,2193
Kari Kari,1606406073665600,1:16:36,,DaiGo先生の本棚って何冊くらいあるのでしょうか,,NORMALCHAT,yZ40z915c_Q,2194
manaxiahful,1606406074812159,1:16:37,,カバートアグレッションは絶対観て！,,NORMALCHAT,yZ40z915c_Q,2195
Yu kie,1606406082012713,1:16:44,メンバー（3 か月）,カバートアグレッション,,NORMALCHAT,yZ40z915c_Q,2196
白猫3兄弟しゅうぶん,1606406083673849,1:16:46,新規メンバー,今日マウンティング多いなぁ,,NORMALCHAT,yZ40z915c_Q,2197
かりんとう,1606406085730842,1:16:48,,同じこと父親に言われる,,NORMALCHAT,yZ40z915c_Q,2198
Bird's tale by Yoh_zo,1606406086681362,1:16:49,,あなたのためなのよって言葉にがてー,,NORMALCHAT,yZ40z915c_Q,2199
PlayLists,1606406095503163,1:16:57,メンバー（8 か月）,あなたのためなのよー ってCMあったなあー,,NORMALCHAT,yZ40z915c_Q,2200
中央中枢センター,1606406095932409,1:16:58,,あるある,,NORMALCHAT,yZ40z915c_Q,2201
ぐみ,1606406096252514,1:16:58,,あるある,,NORMALCHAT,yZ40z915c_Q,2202
伊藤ひろし,1606406097129935,1:16:59,,ある,,NORMALCHAT,yZ40z915c_Q,2203
にゃん太,1606406098391149,1:17:00,,ﾀﾞｲｺﾞ丸の方がｶﾜｲｯ,,NORMALCHAT,yZ40z915c_Q,2204
maya,1606406099231834,1:17:01,,あ～,,NORMALCHAT,yZ40z915c_Q,2205
kumico Ch,1606406100495409,1:17:02,,寝ましょう…皆様おやすみなさいませ,,NORMALCHAT,yZ40z915c_Q,2206
白猫3兄弟しゅうぶん,1606406102962806,1:17:05,新規メンバー,支配されてる感イヤ。。,,NORMALCHAT,yZ40z915c_Q,2207
manaxiahful,1606406105288355,1:17:07,,あなたのため＝自分のため,,NORMALCHAT,yZ40z915c_Q,2208
なるにゃんdd,1606406105944938,1:17:08,,いや～～,,NORMALCHAT,yZ40z915c_Q,2209
Bird's tale by Yoh_zo,1606406107136665,1:17:09,,私のためは私が決めるわ！,,NORMALCHAT,yZ40z915c_Q,2210
はに〇,1606406107335762,1:17:09,,次々・・・と、過去動画が、使える件・・・,,NORMALCHAT,yZ40z915c_Q,2211
大庭美夏,1606406110494154,1:17:12,メンバー（1 年 7 か月）,あるー,,NORMALCHAT,yZ40z915c_Q,2212
桃太郎侍,1606406110751660,1:17:13,,知名度,,NORMALCHAT,yZ40z915c_Q,2213
ヤギミノル,1606406112763236,1:17:15,モデレーター,??質問締め切りです??,,NORMALCHAT,yZ40z915c_Q,2214
七変化,1606406113644856,1:17:16,,Dラボいい！,,NORMALCHAT,yZ40z915c_Q,2215
はに〇,1606406121579413,1:17:23,,毒親か,,NORMALCHAT,yZ40z915c_Q,2216
ayako terayama*寺山 文子*,1606406121714751,1:17:24,メンバー（7 か月）,よく言ってたね?,,NORMALCHAT,yZ40z915c_Q,2217
maya,1606406122161982,1:17:24,,仰ってましたよね?,,NORMALCHAT,yZ40z915c_Q,2218
大庭美夏,1606406122777558,1:17:25,メンバー（1 年 7 か月）,もうこんな時間だ・・・,,NORMALCHAT,yZ40z915c_Q,2219
白猫3兄弟しゅうぶん,1606406123275692,1:17:25,新規メンバー,時代が違うと言い返しましょう,,NORMALCHAT,yZ40z915c_Q,2220
かりんとう,1606406123580580,1:17:25,,貴方のためって言われてGPSつけられかけた,,NORMALCHAT,yZ40z915c_Q,2221
風弥かんな,1606406125304417,1:17:27,,スクショしまくりました??,,NORMALCHAT,yZ40z915c_Q,2222
kumico Ch,1606406132592462,1:17:34,,またね,,NORMALCHAT,yZ40z915c_Q,2223
junko k,1606406143649157,1:17:46,,マスク意味ないよ～,,NORMALCHAT,yZ40z915c_Q,2224
藤井大智,1606406143877131,1:17:46,,半袖寒くないですか？,,NORMALCHAT,yZ40z915c_Q,2225
Bird's tale by Yoh_zo,1606406144156368,1:17:46,,GPSこわいね…,,NORMALCHAT,yZ40z915c_Q,2226
なるにゃんdd,1606406148080798,1:17:50,,昼寝さいこー！,,NORMALCHAT,yZ40z915c_Q,2227
Bird's tale by Yoh_zo,1606406153026921,1:17:55,,★質問締切です★,,NORMALCHAT,yZ40z915c_Q,2228
tea mana,1606406157472708,1:17:59,,お昼寝大好き?,,NORMALCHAT,yZ40z915c_Q,2229
白猫3兄弟しゅうぶん,1606406158743204,1:18:01,新規メンバー,コーヒー飲んで20分の昼寝,,NORMALCHAT,yZ40z915c_Q,2230
北電子太郎,1606406160769495,1:18:03,,猫戻って来て,,NORMALCHAT,yZ40z915c_Q,2231
はに〇,1606406165064739,1:18:07,,レム睡眠１５分くらいね,,NORMALCHAT,yZ40z915c_Q,2232
93 ・,1606406170339634,1:18:12,メンバー（8 か月）,ありがとうございます！！！マウンティング対策見ます??♂?,,NORMALCHAT,yZ40z915c_Q,2233
風弥かんな,1606406173528669,1:18:15,,明日早いのでそろそろ寝ます。面接前日にDAIGOさん拝めて心強くなりました！,,NORMALCHAT,yZ40z915c_Q,2234
ゆか,1606406175415791,1:18:17,,nap,,NORMALCHAT,yZ40z915c_Q,2235
Yu kie,1606406177678693,1:18:20,メンバー（3 か月）,昼寝ー,,NORMALCHAT,yZ40z915c_Q,2236
BARASAN,1606406178284693,1:18:20,,あなたのために言っているのよと上から目線で言う人は、離れた方がいいです。楽になります。アラ還,,NORMALCHAT,yZ40z915c_Q,2237
ひよこみ,1606406190973485,1:18:33,,質問しそびれた…チャンス逃した,,NORMALCHAT,yZ40z915c_Q,2238
ホワイトスター,1606406195441473,1:18:37,,猫ちゃん? 可愛いかった,,NORMALCHAT,yZ40z915c_Q,2239
はに〇,1606406210925566,1:18:53,,「あなたの為」って、ホントかい！ですよ,,NORMALCHAT,yZ40z915c_Q,2240
チルト365,1606406213128431,1:18:55,,お、ラッキー,,NORMALCHAT,yZ40z915c_Q,2241
風弥かんな,1606406218384478,1:19:00,,チャットさせてもらい愉しかったです。ありがとうございました!,,NORMALCHAT,yZ40z915c_Q,2242
ぐみ,1606406222878305,1:19:05,,優しいなぁ,,NORMALCHAT,yZ40z915c_Q,2243
ゆかっち,1606406223469563,1:19:05,,スパチャ分からなくて質問間に合わなかった?,,NORMALCHAT,yZ40z915c_Q,2244
maya,1606406225713595,1:19:08,,なるほど?,,NORMALCHAT,yZ40z915c_Q,2245
kiu,1606406228666747,1:19:11,メンバー（4 か月）,経験ないと共感出来ないってこともないと思うから大丈夫だと思う,,NORMALCHAT,yZ40z915c_Q,2246
にゃん太,1606406232510012,1:19:14,,ﾀﾞｲｺﾞ丸先輩,,NORMALCHAT,yZ40z915c_Q,2247
とり天・,1606406233807466,1:19:16,,そうなのか,,NORMALCHAT,yZ40z915c_Q,2248
maya,1606406235338629,1:19:17,,はい,,NORMALCHAT,yZ40z915c_Q,2249
白猫3兄弟しゅうぶん,1606406238018202,1:19:20,新規メンバー,この量のスパチャをこなせてるのはDaiGoさんくらいですよね?,,NORMALCHAT,yZ40z915c_Q,2250
Bird's tale by Yoh_zo,1606406239030887,1:19:21,,質疑応答はまたありますよ、きっと,,NORMALCHAT,yZ40z915c_Q,2251
Bird's tale by Yoh_zo,1606406243095901,1:19:25,,★質問締切です★,,NORMALCHAT,yZ40z915c_Q,2252
maya,1606406244646565,1:19:27,,確かに?,,NORMALCHAT,yZ40z915c_Q,2253
かりんとう,1606406247053062,1:19:29,,うん…聞いてくれた方がうれしい,,NORMALCHAT,yZ40z915c_Q,2254
tea mana,1606406248864671,1:19:31,,うむ,,NORMALCHAT,yZ40z915c_Q,2255
安田大サーカス クロちゃんofficial YouTube channel,1606406250107301,1:19:32,,音楽業界って稼げますか？,,NORMALCHAT,yZ40z915c_Q,2256
くるみ。,1606406256091317,1:19:38,メンバー（1 か月）,そうですね,,NORMALCHAT,yZ40z915c_Q,2257
maya,1606406256116789,1:19:38,,うん,,NORMALCHAT,yZ40z915c_Q,2258
みち,1606406257225934,1:19:39,,寄り添う、素敵です?,,NORMALCHAT,yZ40z915c_Q,2259
ホワイトスター,1606406258240548,1:19:40,,理解できなくてもいいんですね,,NORMALCHAT,yZ40z915c_Q,2260
PlayLists,1606406265627894,1:19:48,メンバー（8 か月）,確かに、自分の感情も気付かない時あるねー,,NORMALCHAT,yZ40z915c_Q,2261
かりんとう,1606406268062393,1:19:50,,「可哀想」って言葉は傷つくかも,,NORMALCHAT,yZ40z915c_Q,2262
拓実802,1606406268556826,1:19:50,,おいらは早く寝なくては、そりではお疲れさまです！,,NORMALCHAT,yZ40z915c_Q,2263
kiu,1606406268711825,1:19:51,メンバー（4 か月）,優しい方なんだな、素敵な友情?,,NORMALCHAT,yZ40z915c_Q,2264
meow,1606406269704415,1:19:52,,理解できないで共感するの難しい,,NORMALCHAT,yZ40z915c_Q,2265
なるにゃんdd,1606406272132051,1:19:54,,傾聴ってなかなか難しい,,NORMALCHAT,yZ40z915c_Q,2266
Yu kie,1606406273952435,1:19:56,メンバー（3 か月）,コミュニケーション♪傾聴,,NORMALCHAT,yZ40z915c_Q,2267
大庭美夏,1606406275083515,1:19:57,メンバー（1 年 7 か月）,なるほどーーーー！納得しました！,,NORMALCHAT,yZ40z915c_Q,2268
Bird's tale by Yoh_zo,1606406275315840,1:19:57,,ありがとうございましたー,,NORMALCHAT,yZ40z915c_Q,2269
maya,1606406277931698,1:20:00,,あっという間でした,,NORMALCHAT,yZ40z915c_Q,2270
美海みう,1606406278685851,1:20:01,メンバー（4 か月）,はっきりしてる?,,NORMALCHAT,yZ40z915c_Q,2271
ニース,1606406278967395,1:20:01,,ラディカルアクセプタンス,,NORMALCHAT,yZ40z915c_Q,2272
よしちい,1606406279245293,1:20:01,,楽しかった,,NORMALCHAT,yZ40z915c_Q,2273
田中莉絵,1606406280038417,1:20:02,,ぴこたんが最後にみたいよー,,NORMALCHAT,yZ40z915c_Q,2274
白熊らら子,1606406280888768,1:20:03,,おやすみ?ニャンコ達～????,,NORMALCHAT,yZ40z915c_Q,2275
北電子太郎,1606406281201886,1:20:03,,猫ちゃん,,NORMALCHAT,yZ40z915c_Q,2276
桃太郎侍,1606406282537257,1:20:04,,コスパ悪いんだ,,NORMALCHAT,yZ40z915c_Q,2277
siestabingo,1606406283626336,1:20:06,,んー。ちょっとでも聞けてよかった,,NORMALCHAT,yZ40z915c_Q,2278
みーこ,1606406286476067,1:20:08,,ありがとうございました！お疲れ様です(^^),,NORMALCHAT,yZ40z915c_Q,2279
moco maco,1606406286801551,1:20:09,,今日もありがとうございました??,,NORMALCHAT,yZ40z915c_Q,2280
Yu kie,1606406288111947,1:20:10,メンバー（3 か月）,楽しかったです??,,NORMALCHAT,yZ40z915c_Q,2281
maya,1606406288586201,1:20:10,,楽しかったです,,NORMALCHAT,yZ40z915c_Q,2282
Kari Kari,1606406290113598,1:20:12,,スーパーチャット2回も失敗してしもた?,,NORMALCHAT,yZ40z915c_Q,2283
太郎福HITOMI,1606406290498729,1:20:12,メンバー（5 か月）,ありがとうございました??,,NORMALCHAT,yZ40z915c_Q,2284
Yuima,1606406290947962,1:20:13,メンバー（5 か月）,ありがとうございましたー,,NORMALCHAT,yZ40z915c_Q,2285
Kazu N,1606406291243005,1:20:13,,お疲れさまでした。ありがとうございます。,,NORMALCHAT,yZ40z915c_Q,2286
saori nakagawa,1606406291589426,1:20:13,,相談は聞き手に回るだけで感謝される～,,NORMALCHAT,yZ40z915c_Q,2287
ゆい,1606406291823990,1:20:14,,とても勉強になりました！,,NORMALCHAT,yZ40z915c_Q,2288
小ウズメ,1606406294199106,1:20:16,,ありがとうございました！,,NORMALCHAT,yZ40z915c_Q,2289
トレカフェTIME,1606406297485150,1:20:19,,楽しかった??,,NORMALCHAT,yZ40z915c_Q,2290
鎌田アキラ,1606406298859732,1:20:20,,ー番すきな本は何ですか?,,NORMALCHAT,yZ40z915c_Q,2291
PlayLists,1606406299667208,1:20:21,メンバー（8 か月）,クレカなくても入れるよー！,,NORMALCHAT,yZ40z915c_Q,2292
ゆか,1606406300113468,1:20:21,,ラディカラw,,NORMALCHAT,yZ40z915c_Q,2293
太郎福HITOMI,1606406301547195,1:20:23,メンバー（5 か月）,良かったです??,,NORMALCHAT,yZ40z915c_Q,2294
パンダ,1606406301815912,1:20:24,,ありがとうございました。,,NORMALCHAT,yZ40z915c_Q,2295
よしちい,1606406302136221,1:20:24,,よい時間でした,,NORMALCHAT,yZ40z915c_Q,2296
ゆうこ,1606406303390139,1:20:25,,ありがとうございました?,,NORMALCHAT,yZ40z915c_Q,2297
bu uuu,1606406303862972,1:20:26,,お疲れ様でした?ありがとうございました?,,NORMALCHAT,yZ40z915c_Q,2298
m s,1606406303899079,1:20:26,,ありがとうございました！,,NORMALCHAT,yZ40z915c_Q,2299
あき,1606406304823383,1:20:27,,ありがとうございました,,NORMALCHAT,yZ40z915c_Q,2300
みち,1606406305057437,1:20:27,,ありがとうございました?,,NORMALCHAT,yZ40z915c_Q,2301
ぷくのり,1606406305267261,1:20:27,,楽しかったです?,,NORMALCHAT,yZ40z915c_Q,2302
白猫3兄弟しゅうぶん,1606406305470361,1:20:27,新規メンバー,ぬこさん猫缶待ってますよ,,NORMALCHAT,yZ40z915c_Q,2303
ゆかっち,1606406306053587,1:20:28,,カッコよかった～( ?????? ?)?,,NORMALCHAT,yZ40z915c_Q,2304
M H,1606406306180213,1:20:28,,お疲れ様でした！,,NORMALCHAT,yZ40z915c_Q,2305
ヤギミノル,1606406306258097,1:20:28,モデレーター,??質問締め切りです??,,NORMALCHAT,yZ40z915c_Q,2306
kiu,1606406307479730,1:20:29,メンバー（4 か月）,そうします,,NORMALCHAT,yZ40z915c_Q,2307
くるみ。,1606406307521932,1:20:29,メンバー（1 か月）,今夜もありがとうございました,,NORMALCHAT,yZ40z915c_Q,2308
たまそうさ,1606406311266494,1:20:33,,お疲れ様でした。,,NORMALCHAT,yZ40z915c_Q,2309
七瀬リリア,1606406311431440,1:20:33,,ぬこ様をください,,NORMALCHAT,yZ40z915c_Q,2310
Yu kie,1606406311479555,1:20:33,メンバー（3 か月）,ありがとうございました?,,NORMALCHAT,yZ40z915c_Q,2311
meow,1606406312777848,1:20:35,,ありがとうございました,,NORMALCHAT,yZ40z915c_Q,2312
みさりん,1606406313280753,1:20:35,,(ΦωΦ)にゃぁぁぁぁぁぁぁ～ん?,,NORMALCHAT,yZ40z915c_Q,2313
manaxiahful,1606406314288457,1:20:36,,Dラボ見始めたら止まらないよ～??,,NORMALCHAT,yZ40z915c_Q,2314
志村広草,1606406316922362,1:20:39,,最後に接骨院頑張れって言ってほしいです！お願いします！！,,NORMALCHAT,yZ40z915c_Q,2315
太郎福HITOMI,1606406317006319,1:20:39,メンバー（5 か月）,楽しかったです??,,NORMALCHAT,yZ40z915c_Q,2316
ニース,1606406317423242,1:20:39,,パンピー,,NORMALCHAT,yZ40z915c_Q,2317
miyu,1606406320070938,1:20:42,,ありがとうございました???,,NORMALCHAT,yZ40z915c_Q,2318
大庭美夏,1606406320755647,1:20:43,メンバー（1 年 7 か月）,ありがちうございました！,,NORMALCHAT,yZ40z915c_Q,2319
伊藤ひろし,1606406320889725,1:20:43,,マジか,,NORMALCHAT,yZ40z915c_Q,2320
ステラファーマ,1606406321867236,1:20:44,,大吾最高,,NORMALCHAT,yZ40z915c_Q,2321
やつかぜぇ,1606406323486125,1:20:45,,お疲れ様でした！,,NORMALCHAT,yZ40z915c_Q,2322
七変化,1606406324067183,1:20:46,,Dラボなんでも詰まってます,,NORMALCHAT,yZ40z915c_Q,2323
DEMENT,1606406324597151,1:20:46,,ありがとうございました！！,,NORMALCHAT,yZ40z915c_Q,2324
maya,1606406326690768,1:20:49,,はい,,NORMALCHAT,yZ40z915c_Q,2325
